CandidateName,District,ConstituencyNo,Party,Symbol,Search Keywords
ढक बहादुर कार्की,काठमाडौं,5,स्वतन्त्र,कैंची,"(""ढक बहादुर कार्की"" OR ""Dhaka"" OR ""Dhaka Bahadaura Karakai"")"
धर्म डंगोल,काठमाडौं,5,स्वतन्त्र,क्याप,"(""धर्म डंगोल"" OR ""Dharama"" OR ""Dharama Dangaola"")"
प्रभा श्रेष्‍ठ,काठमाडौं,5,स्वतन्त्र,क्यामरा,"(""प्रभा श्रेष्‍ठ"" OR ""Parabha Sharaeshatha"" OR ""Parabha"")"
रमिता सापकोटा,काठमाडौं,5,स्वतन्त्र,सेलरोटी,"(""रमिता सापकोटा"" OR ""Ramaita Sapakaota"" OR ""Ramaita"")"
अमन कुमार मास्के,काठमाडौं,6,नेपाल कम्युनिष्ट पार्टी (एकीकृत मार्क्सवादी लेनिनवादी),सुर्य,"(""Amana"" OR ""Amana Kaumara Masakae"" OR ""अमन कुमार मास्के"")"
कृष्‍ण वानियाँ क्षेत्री,काठमाडौं,6,नेपाली काँग्रेस,रुख,"(""Karishana"" OR ""Karishana Wanaiya Kashaetarai"" OR ""कृष्‍ण वानियाँ क्षेत्री"")"
हेम लाल शर्मा,काठमाडौं,6,नेपाली कम्युनिष्ट पार्टी,पाँचकुने तारा,"(""Haema"" OR ""हेम लाल शर्मा"" OR ""Haema Lala Sharama"")"
शिशिर  खनाल ,काठमाडौं,6,राष्ट्रिय स्वतन्त्र पार्टी,घण्टी,"(""शिशिर  खनाल "" OR ""Shaishaira  Khanala"" OR ""Shaishaira"")"
उद्धव राज भेटुवाल,काठमाडौं,6,राष्ट्रिय प्रजातन्त्र पार्टी,हलो,"(""Udadhawa Raja Bhaetauwala"" OR ""Udadhawa"" OR ""उद्धव राज भेटुवाल"")"
इन्द्र कुमारी बज्राचार्य,काठमाडौं,6,नेपाल मजदुर किसान पार्टी,मादल,"(""इन्द्र कुमारी बज्राचार्य"" OR ""Inadara Kaumarai Bajaracharaya"" OR ""Inadara"")"
जगत प्रसाद रेग्मी,काठमाडौं,6,राष्ट्रिय जनमोर्चा,गिलास,"(""Jagata"" OR ""जगत प्रसाद रेग्मी"" OR ""Jagata Parasada Raegamai"")"
गिरी राज अर्याल,काठमाडौं,6,प्रगतिशील लोकतान्त्रिक पार्टी,खुलेको एकल आँखा,"(""Gairai Raja Arayala"" OR ""Gairai"" OR ""गिरी राज अर्याल"")"
रोम लाल गिरी,काठमाडौं,6,जय मातृभूमि पार्टी,काखमा बच्चा लिएको आमा,"(""Raoma Lala Gairai"" OR ""Raoma"" OR ""रोम लाल गिरी"")"
लवली थापा,काठमाडौं,6,श्रम संस्कृति पार्टी,अँजुलीमा रहेको माटो,"(""Lawalai"" OR ""Lawalai Thapa"" OR ""लवली थापा"")"
सुक्र बहादुर लामा,काठमाडौं,6,नेपाल कम्युनिस्ट पार्टी (माओवादी),गोलो घेराभित्र दुई पात भएको गुलाफको फूल,"(""Saukara Bahadaura Lama"" OR ""Saukara"" OR ""सुक्र बहादुर लामा"")"
वारिस धरेल,काठमाडौं,6,उज्यालो नेपाल पार्टी,बलिरहेको बिजुलीको चिम,"(""Waraisa"" OR ""Waraisa Dharaela"" OR ""वारिस धरेल"")"
उद्धव प्रसाद मिश्र,काठमाडौं,6,प्रजातान्त्रिक पार्टी नेपाल,रथ,"(""उद्धव प्रसाद मिश्र"" OR ""Udadhawa"" OR ""Udadhawa Parasada Maishara"")"
इन्दिरा थापा,काठमाडौं,6,राष्ट्रिय मुक्ति पार्टी नेपाल(एकल चुनाव चिन्ह),चकिया (जाँतो),"(""इन्दिरा थापा"" OR ""Inadaira Thapa"" OR ""Inadaira"")"
सफलता बोगटी,काठमाडौं,6,आम जनता पार्टी(एकल चुनाव चिन्ह),मोबाइल,"(""Saphalata Baogatai"" OR ""सफलता बोगटी"" OR ""Saphalata"")"
अम्‍विका कुमारी कार्की,काठमाडौं,6,स्वतन्त्र,सारङ्‌गी,"(""Amawaika"" OR ""अम्‍विका कुमारी कार्की"" OR ""Amawaika Kaumarai Karakai"")"
बल बहादुर के.सी,काठमाडौं,6,स्वतन्त्र,क्यामरा,"(""Bala"" OR ""बल बहादुर के.सी"" OR ""Bala Bahadaura Kaesai"")"
राम कुमार घिमिरे,काठमाडौं,6,स्वतन्त्र,कैंची,"(""राम कुमार घिमिरे"" OR ""Rama Kaumara Ghaimairae"" OR ""Rama"")"
सरोज थपलिया,काठमाडौं,6,स्वतन्त्र,सिरिन्ज,"(""सरोज थपलिया"" OR ""Saraoja Thapalaiya"" OR ""Saraoja"")"
संगम अर्याल,काठमाडौं,6,स्वतन्त्र,क्याप,"(""Sangama Arayala"" OR ""Sangama"" OR ""संगम अर्याल"")"
प्रकाश श्रेष्ठ,काठमाडौं,7,नेपाल कम्युनिष्ट पार्टी (एकीकृत मार्क्सवादी लेनिनवादी),सुर्य,"(""Parakasha"" OR ""प्रकाश श्रेष्ठ"" OR ""Parakasha Sharaeshatha"")"
प्रमोद हरि गुरागाई,काठमाडौं,7,नेपाली काँग्रेस,रुख,"(""प्रमोद हरि गुरागाई"" OR ""Paramaoda Harai Gauragai"" OR ""Paramaoda"")"
वसन्त प्रसाद मानन्धर,काठमाडौं,7,नेपाली कम्युनिष्ट पार्टी,पाँचकुने तारा,"(""वसन्त प्रसाद मानन्धर"" OR ""Wasanata Parasada Mananadhara"" OR ""Wasanata"")"
गणेश पराजुली,काठमाडौं,7,राष्ट्रिय स्वतन्त्र पार्टी,घण्टी,"(""Ganaesha"" OR ""गणेश पराजुली"" OR ""Ganaesha Parajaulai"")"
लाल कुमार लामा,काठमाडौं,7,राष्ट्रिय प्रजातन्त्र पार्टी,हलो,"(""लाल कुमार लामा"" OR ""Lala"" OR ""Lala Kaumara Lama"")"
बाबु राम लामा,काठमाडौं,7,"जनता समाजवादी पार्टी, नेपाल",ढल्केको छाता,"(""बाबु राम लामा"" OR ""Babau Rama Lama"" OR ""Babau"")"
गणेश माया डंगोल,काठमाडौं,7,नेपाल मजदुर किसान पार्टी,मादल,"(""Ganaesha Maya Dangaola"" OR ""Ganaesha"" OR ""गणेश माया डंगोल"")"
दिर्ध कुमार श्रेष्‍ठ,काठमाडौं,7,राष्ट्रिय जनमोर्चा,गिलास,"(""Dairadha"" OR ""दिर्ध कुमार श्रेष्‍ठ"" OR ""Dairadha Kaumara Sharaeshatha"")"
अमिन रत्न ताम्राकार,काठमाडौं,7,प्रगतिशील लोकतान्त्रिक पार्टी,खुलेको एकल आँखा,"(""Amaina"" OR ""अमिन रत्न ताम्राकार"" OR ""Amaina Ratana Tamarakara"")"
गुण बहादुर बन्जारा क्षेत्री,काठमाडौं,7,नेपाल कम्युनिष्ट पार्टी (संयुक्त),हँसिया,"(""Gauna"" OR ""गुण बहादुर बन्जारा क्षेत्री"" OR ""Gauna Bahadaura Banajara Kashaetarai"")"
विनोद कुमार गुरुङ,काठमाडौं,7,राष्ट्रिय एकता दल,"तुलसी, मठ","(""Wainaoda Kaumara Gauraunga"" OR ""विनोद कुमार गुरुङ"" OR ""Wainaoda"")"
बैकुण्ठ फुयाल,काठमाडौं,7,जय मातृभूमि पार्टी,काखमा बच्चा लिएको आमा,"(""बैकुण्ठ फुयाल"" OR ""Baikaunatha"" OR ""Baikaunatha Phauyala"")"
मणिराम बहादुर प्रधान,काठमाडौं,7,श्रम संस्कृति पार्टी,अँजुलीमा रहेको माटो,"(""Manairama Bahadaura Paradhana"" OR ""Manairama"" OR ""मणिराम बहादुर प्रधान"")"
दिपक मानन्धर,काठमाडौं,7,नेपाल कम्युनिस्ट पार्टी (माओवादी),गोलो घेराभित्र दुई पात भएको गुलाफको फूल,"(""Daipaka"" OR ""Daipaka Mananadhara"" OR ""दिपक मानन्धर"")"
विमला लामा,काठमाडौं,7,उज्यालो नेपाल पार्टी,बलिरहेको बिजुलीको चिम,"(""Waimala Lama"" OR ""विमला लामा"" OR ""Waimala"")"
दिपीन पन्त,काठमाडौं,7,राष्ट्रिय मुक्ति पार्टी नेपाल(एकल चुनाव चिन्ह),चकिया (जाँतो),"(""दिपीन पन्त"" OR ""Daipaina Panata"" OR ""Daipaina"")"
प्रदिप भट्टराइ,काठमाडौं,7,आम जनता पार्टी(एकल चुनाव चिन्ह),मोबाइल,"(""प्रदिप भट्टराइ"" OR ""Paradaipa"" OR ""Paradaipa Bhatatarai"")"
अन्जला बज्राचार्य,काठमाडौं,7,स्वतन्त्र,आँखीझ्याल,"(""अन्जला बज्राचार्य"" OR ""Anajala Bajaracharaya"" OR ""Anajala"")"
अमन श्रेष्ठ,काठमाडौं,7,स्वतन्त्र,पाण्डा,"(""Amana"" OR ""Amana Sharaeshatha"" OR ""अमन श्रेष्ठ"")"
प्रकाश  कुँवर,काठमाडौं,7,स्वतन्त्र,आँप,"(""प्रकाश  कुँवर"" OR ""Parakasha"" OR ""Parakasha  Kauwara"")"
पुष्प बानियाँ,काठमाडौं,7,स्वतन्त्र,मुढा,"(""पुष्प बानियाँ"" OR ""Paushapa"" OR ""Paushapa Banaiya"")"
बुद्धि प्रसाद रेग्मी,काठमाडौं,7,स्वतन्त्र,केबल कार,"(""बुद्धि प्रसाद रेग्मी"" OR ""Baudadhai Parasada Raegamai"" OR ""Baudadhai"")"
भरत पौडेल,काठमाडौं,7,स्वतन्त्र,दूरबिन,"(""Bharata"" OR ""Bharata Paudaela"" OR ""भरत पौडेल"")"
शर्मिला फुयाल,काठमाडौं,7,स्वतन्त्र,त्रिभुज,"(""Sharamaila"" OR ""Sharamaila Phauyala"" OR ""शर्मिला फुयाल"")"
सबिता गमाल,काठमाडौं,7,स्वतन्त्र,हारमोनियम,"(""Sabaita Gamala"" OR ""सबिता गमाल"" OR ""Sabaita"")"
सुजिता श्रेष्ठ,काठमाडौं,7,स्वतन्त्र,मसी,"(""Saujaita Sharaeshatha"" OR ""सुजिता श्रेष्ठ"" OR ""Saujaita"")"
सुमन  पुतुवार  / महर्जन ,काठमाडौं,7,स्वतन्त्र,हेल्मेट,"(""Saumana  Pautauwara   Maharajana"" OR ""सुमन  पुतुवार  / महर्जन "" OR ""Saumana"")"
राजेश शाक्य,काठमाडौं,8,नेपाल कम्युनिष्ट पार्टी (एकीकृत मार्क्सवादी लेनिनवादी),सुर्य,"(""Rajaesha"" OR ""Rajaesha Shakaya"" OR ""राजेश शाक्य"")"
सपना राजभण्डारी,काठमाडौं,8,नेपाली काँग्रेस,रुख,"(""सपना राजभण्डारी"" OR ""Sapana Rajabhanadarai"" OR ""Sapana"")"
सुमन सायमी,काठमाडौं,8,नेपाली कम्युनिष्ट पार्टी,पाँचकुने तारा,"(""सुमन सायमी"" OR ""Saumana"" OR ""Saumana Sayamai"")"
विराज भक्त श्रेष्ठ,काठमाडौं,8,राष्ट्रिय स्वतन्त्र पार्टी,घण्टी,"(""Wairaja Bhakata Sharaeshatha"" OR ""Wairaja"" OR ""विराज भक्त श्रेष्ठ"")"
नबिन शाही,काठमाडौं,8,राष्ट्रिय प्रजातन्त्र पार्टी,हलो,"(""Nabaina Shahai"" OR ""नबिन शाही"" OR ""Nabaina"")"
सरोज राज बैद्म,काठमाडौं,8,"जनता समाजवादी पार्टी, नेपाल",ढल्केको छाता,"(""Saraoja Raja Baidama"" OR ""Saraoja"" OR ""सरोज राज बैद्म"")"
बन्दना श्रेष्ठ,काठमाडौं,8,नेपाल मजदुर किसान पार्टी,मादल,"(""Banadana"" OR ""Banadana Sharaeshatha"" OR ""बन्दना श्रेष्ठ"")"
दिनेश शाहि,काठमाडौं,8,नेपाल जनता संरक्षण पार्टी,डोको,"(""Dainaesha"" OR ""दिनेश शाहि"" OR ""Dainaesha Shahai"")"
रेशम  वहादुर सुनार,काठमाडौं,8,संयुक्त नागरिक पार्टी,गितार,"(""Raeshama"" OR ""रेशम  वहादुर सुनार"" OR ""Raeshama  Wahadaura Saunara"")"
राजेन्द्र प्रसाद शाह,काठमाडौं,8,नेपाल कम्युनिष्ट पार्टी (संयुक्त),हँसिया,"(""Rajaenadara Parasada Shaha"" OR ""राजेन्द्र प्रसाद शाह"" OR ""Rajaenadara"")"
शिव सुन्दर कर्माचार्य,काठमाडौं,8,श्रम संस्कृति पार्टी,अँजुलीमा रहेको माटो,"(""Shaiwa"" OR ""Shaiwa Saunadara Karamacharaya"" OR ""शिव सुन्दर कर्माचार्य"")"
सलाम सिंह लामा,काठमाडौं,8,नेपाल कम्युनिस्ट पार्टी (माओवादी),गोलो घेराभित्र दुई पात भएको गुलाफको फूल,"(""सलाम सिंह लामा"" OR ""Salama"" OR ""Salama Sainha Lama"")"
राजन खड्गी,काठमाडौं,8,उज्यालो नेपाल पार्टी,बलिरहेको बिजुलीको चिम,"(""Rajana"" OR ""राजन खड्गी"" OR ""Rajana Khadagai"")"
विजय डंगोल,काठमाडौं,8,नेपाल संघीय समाजवादी पार्टी(एकल चुनाव चिन्ह),बस,"(""Waijaya"" OR ""Waijaya Dangaola"" OR ""विजय डंगोल"")"
छत्र कुमार पाख्रिन,काठमाडौं,8,"राष्ट्रिय मुक्ति आन्दोलन, नेपाल",षटकोण,"(""Chhatara Kaumara Pakharaina"" OR ""Chhatara"" OR ""छत्र कुमार पाख्रिन"")"
मुक्‍ती नाथ शर्मा,काठमाडौं,8,राष्ट्रिय मुक्ति पार्टी नेपाल(एकल चुनाव चिन्ह),चकिया (जाँतो),"(""Maukatai Natha Sharama"" OR ""Maukatai"" OR ""मुक्‍ती नाथ शर्मा"")"
खगेश रंजितकार,काठमाडौं,8,आम जनता पार्टी(एकल चुनाव चिन्ह),मोबाइल,"(""खगेश रंजितकार"" OR ""Khagaesha"" OR ""Khagaesha Ranjaitakara"")"
तुलसा श्रेष्ठ महर्जन,काठमाडौं,8,स्वतन्त्र,क्याप,"(""Taulasa Sharaeshatha Maharajana"" OR ""तुलसा श्रेष्ठ महर्जन"" OR ""Taulasa"")"
मुना न्यौपाने (पाण्डे),काठमाडौं,8,स्वतन्त्र,मसी,"(""Mauna"" OR ""Mauna Nayaupanae Panadae"" OR ""मुना न्यौपाने (पाण्डे)"")"
विकाश खड्गी,काठमाडौं,8,स्वतन्त्र,आँखीझ्याल,"(""विकाश खड्गी"" OR ""Waikasha"" OR ""Waikasha Khadagai"")"
शुशिला नेपाली,काठमाडौं,8,स्वतन्त्र,बाकस,"(""शुशिला नेपाली"" OR ""Shaushaila Naepalai"" OR ""Shaushaila"")"
सुनिता महर्जन,काठमाडौं,8,स्वतन्त्र,चेसगोटी,"(""Saunaita"" OR ""Saunaita Maharajana"" OR ""सुनिता महर्जन"")"
अजय क्रान्‍ती शाक्‍य,काठमाडौं,9,नेपाल कम्युनिष्ट पार्टी (एकीकृत मार्क्सवादी लेनिनवादी),सुर्य,"(""Ajaya"" OR ""अजय क्रान्‍ती शाक्‍य"" OR ""Ajaya Karanatai Shakaya"")"
नानु मैया बास्तोला,काठमाडौं,9,नेपाली काँग्रेस,रुख,"(""नानु मैया बास्तोला"" OR ""Nanau Maiya Basataola"" OR ""Nanau"")"
राधा कृष्ण महर्जन,काठमाडौं,9,नेपाली कम्युनिष्ट पार्टी,पाँचकुने तारा,"(""राधा कृष्ण महर्जन"" OR ""Radha Karishana Maharajana"" OR ""Radha"")"
डोल प्रसाद अर्याल,काठमाडौं,9,राष्ट्रिय स्वतन्त्र पार्टी,घण्टी,"(""Daola Parasada Arayala"" OR ""Daola"" OR ""डोल प्रसाद अर्याल"")"
दिल कुमार कार्की,काठमाडौं,9,राष्ट्रिय प्रजातन्त्र पार्टी,हलो,"(""Daila Kaumara Karakai"" OR ""Daila"" OR ""दिल कुमार कार्की"")"
रणवीर क्षेत्री सिंह,काठमाडौं,9,"जनता समाजवादी पार्टी, नेपाल",ढल्केको छाता,"(""रणवीर क्षेत्री सिंह"" OR ""Ranawaira Kashaetarai Sainha"" OR ""Ranawaira"")"
शान्त महर्जन,काठमाडौं,9,नेपाल मजदुर किसान पार्टी,मादल,"(""Shanata"" OR ""शान्त महर्जन"" OR ""Shanata Maharajana"")"
रोसन दानी,काठमाडौं,9,राष्ट्रिय जनमोर्चा,गिलास,"(""रोसन दानी"" OR ""Raosana"" OR ""Raosana Danai"")"
राजु रोक्का,काठमाडौं,9,प्रगतिशील लोकतान्त्रिक पार्टी,खुलेको एकल आँखा,"(""Rajau Raokaka"" OR ""Rajau"" OR ""राजु रोक्का"")"
धर्मराज गुरुङ,काठमाडौं,9,मंगोल नेशनल अर्गनाइजेसन,कुखुराको भाले,"(""Dharamaraja"" OR ""Dharamaraja Gauraunga"" OR ""धर्मराज गुरुङ"")"
एन्जिस राज प्रसाई,काठमाडौं,9,नेपाल कम्युनिष्ट पार्टी (संयुक्त),हँसिया,"(""एन्जिस राज प्रसाई"" OR ""Enajaisa Raja Parasai"" OR ""Enajaisa"")"
अनुप मुनि बज्राचार्य,काठमाडौं,9,जय मातृभूमि पार्टी,काखमा बच्चा लिएको आमा,"(""अनुप मुनि बज्राचार्य"" OR ""Anaupa Maunai Bajaracharaya"" OR ""Anaupa"")"
बलराम श्रेष्ठ,काठमाडौं,9,श्रम संस्कृति पार्टी,अँजुलीमा रहेको माटो,"(""Balarama"" OR ""बलराम श्रेष्ठ"" OR ""Balarama Sharaeshatha"")"
मदन पोखरेल,काठमाडौं,9,मितेरी पार्टी नेपाल,घोडा,"(""मदन पोखरेल"" OR ""Madana Paokharaela"" OR ""Madana"")"
माईला लामा,काठमाडौं,9,नेपाल कम्युनिस्ट पार्टी (माओवादी),गोलो घेराभित्र दुई पात भएको गुलाफको फूल,"(""Maila"" OR ""माईला लामा"" OR ""Maila Lama"")"
रामेश्‍वर श्रेष्ठ,काठमाडौं,9,उज्यालो नेपाल पार्टी,बलिरहेको बिजुलीको चिम,"(""Ramaeshawara Sharaeshatha"" OR ""Ramaeshawara"" OR ""रामेश्‍वर श्रेष्ठ"")"
मदन डंगोल,काठमाडौं,9,राष्ट्रिय मुक्ति पार्टी नेपाल(एकल चुनाव चिन्ह),चकिया (जाँतो),"(""मदन डंगोल"" OR ""Madana Dangaola"" OR ""Madana"")"
ईरस श्रेष्‍ठ,काठमाडौं,9,आम जनता पार्टी(एकल चुनाव चिन्ह),मोबाइल,"(""ईरस श्रेष्‍ठ"" OR ""Irasa Sharaeshatha"" OR ""Irasa"")"
जुध्‍द बहादुर कार्की,काठमाडौं,9,स्वतन्त्र,सेफ्टी पिन,"(""Jaudhada Bahadaura Karakai"" OR ""Jaudhada"" OR ""जुध्‍द बहादुर कार्की"")"
पुन माया महर्जन,काठमाडौं,9,स्वतन्त्र,आसकोट,"(""पुन माया महर्जन"" OR ""Pauna"" OR ""Pauna Maya Maharajana"")"
पंच कुमारी मानन्धर,काठमाडौं,9,स्वतन्त्र,आँखीझ्याल,"(""Pancha"" OR ""Pancha Kaumarai Mananadhara"" OR ""पंच कुमारी मानन्धर"")"
मधु सुदन शर्मा,काठमाडौं,9,स्वतन्त्र,क्याल्कुलेटर,"(""Madhau Saudana Sharama"" OR ""Madhau"" OR ""मधु सुदन शर्मा"")"
सुमित्रा श्रेष्ठ,काठमाडौं,9,स्वतन्त्र,त्रिभुज,"(""Saumaitara"" OR ""सुमित्रा श्रेष्ठ"" OR ""Saumaitara Sharaeshatha"")"
हरि प्रसाद घिमिरे,काठमाडौं,9,स्वतन्त्र,झोला,"(""हरि प्रसाद घिमिरे"" OR ""Harai Parasada Ghaimairae"" OR ""Harai"")"
विनोद श्रेष्‍ठ,काठमाडौं,10,नेपाल कम्युनिष्ट पार्टी (एकीकृत मार्क्सवादी लेनिनवादी),सुर्य,"(""विनोद श्रेष्‍ठ"" OR ""Wainaoda Sharaeshatha"" OR ""Wainaoda"")"
हिमाल कार्की,काठमाडौं,10,नेपाली काँग्रेस,रुख,"(""हिमाल कार्की"" OR ""Haimala"" OR ""Haimala Karakai"")"
रुपा महर्जन [श्रेष्‍ठ],काठमाडौं,10,नेपाली कम्युनिष्ट पार्टी,पाँचकुने तारा,"(""Raupa Maharajana Sharaeshatha"" OR ""Raupa"" OR ""रुपा महर्जन [श्रेष्‍ठ]"")"
प्रदिप विष्‍ट,काठमाडौं,10,राष्ट्रिय स्वतन्त्र पार्टी,घण्टी,"(""Paradaipa"" OR ""प्रदिप विष्‍ट"" OR ""Paradaipa Waishata"")"
बल राम थापा,काठमाडौं,10,राष्ट्रिय प्रजातन्त्र पार्टी,हलो,"(""Bala"" OR ""बल राम थापा"" OR ""Bala Rama Thapa"")"
भागरीत साह,काठमाडौं,10,"जनता समाजवादी पार्टी, नेपाल",ढल्केको छाता,"(""Bhagaraita"" OR ""Bhagaraita Saha"" OR ""भागरीत साह"")"
विन्द्रा महर्जन,काठमाडौं,10,नेपाल मजदुर किसान पार्टी,मादल,"(""विन्द्रा महर्जन"" OR ""Wainadara Maharajana"" OR ""Wainadara"")"
अम्बर वहादुर पौडेल,काठमाडौं,10,राष्ट्रिय जनमोर्चा,गिलास,"(""अम्बर वहादुर पौडेल"" OR ""Amabara Wahadaura Paudaela"" OR ""Amabara"")"
केशवराज अर्याल,काठमाडौं,10,प्रगतिशील लोकतान्त्रिक पार्टी,खुलेको एकल आँखा,"(""केशवराज अर्याल"" OR ""Kaeshawaraja"" OR ""Kaeshawaraja Arayala"")"
राम रुम्बा,काठमाडौं,10,मंगोल नेशनल अर्गनाइजेसन,कुखुराको भाले,"(""राम रुम्बा"" OR ""Rama Raumaba"" OR ""Rama"")"
विक्रम पाण्डे क्षेत्री,काठमाडौं,10,जय मातृभूमि पार्टी,काखमा बच्चा लिएको आमा,"(""विक्रम पाण्डे क्षेत्री"" OR ""Waikarama Panadae Kashaetarai"" OR ""Waikarama"")"
धन बहादुर श्रेष्‍ठ,काठमाडौं,10,श्रम संस्कृति पार्टी,अँजुलीमा रहेको माटो,"(""धन बहादुर श्रेष्‍ठ"" OR ""Dhana"" OR ""Dhana Bahadaura Sharaeshatha"")"
राम कुमार भोम्‍जन,काठमाडौं,10,नेपाल कम्युनिस्ट पार्टी (माओवादी),गोलो घेराभित्र दुई पात भएको गुलाफको फूल,"(""राम कुमार भोम्‍जन"" OR ""Rama Kaumara Bhaomajana"" OR ""Rama"")"
राकेश न्यौपाने,काठमाडौं,10,उज्यालो नेपाल पार्टी,बलिरहेको बिजुलीको चिम,"(""Rakaesha"" OR ""राकेश न्यौपाने"" OR ""Rakaesha Nayaupanae"")"
पुर्ण चन्द्र पौडेल,काठमाडौं,10,समावेशी समाजवादी पार्टी,श्रीवत्स समृद्धिको प्रतीक,"(""Paurana"" OR ""Paurana Chanadara Paudaela"" OR ""पुर्ण चन्द्र पौडेल"")"
अनुज प्रधान,काठमाडौं,10,स्वतन्त्र,भँगेरा,"(""Anauja Paradhana"" OR ""Anauja"" OR ""अनुज प्रधान"")"
कबिता पुडासैनी (अधिकारी),काठमाडौं,10,स्वतन्त्र,सारङ्‌गी,"(""कबिता पुडासैनी (अधिकारी)"" OR ""Kabaita"" OR ""Kabaita Paudasainai Adhaikarai"")"
कुमार खाकी श्रेष्ठ,काठमाडौं,10,स्वतन्त्र,दूरबिन,"(""Kaumara"" OR ""Kaumara Khakai Sharaeshatha"" OR ""कुमार खाकी श्रेष्ठ"")"
कृष्ण कुमारी नेपाली,काठमाडौं,10,स्वतन्त्र,मुढा,"(""कृष्ण कुमारी नेपाली"" OR ""Karishana"" OR ""Karishana Kaumarai Naepalai"")"
दिपक राज पाण्डे,काठमाडौं,10,स्वतन्त्र,व्याडमिन्टन कर्क,"(""Daipaka Raja Panadae"" OR ""Daipaka"" OR ""दिपक राज पाण्डे"")"
देव कुमार श्रेष्‍ठ,काठमाडौं,10,स्वतन्त्र,प्रेसर कुकर,"(""Daewa Kaumara Sharaeshatha"" OR ""Daewa"" OR ""देव कुमार श्रेष्‍ठ"")"
बिनोद बुढाथोकी,काठमाडौं,10,स्वतन्त्र,चेसगोटी,"(""बिनोद बुढाथोकी"" OR ""Bainaoda"" OR ""Bainaoda Baudhathaokai"")"
मिन बहादुर बुढाथोकी,काठमाडौं,10,स्वतन्त्र,क्यामरा,"(""Maina Bahadaura Baudhathaokai"" OR ""Maina"" OR ""मिन बहादुर बुढाथोकी"")"
राज कुमार गिरी,काठमाडौं,10,स्वतन्त्र,केबल कार,"(""Raja"" OR ""राज कुमार गिरी"" OR ""Raja Kaumara Gairai"")"
सुलोचना परियार,काठमाडौं,10,स्वतन्त्र,आँप,"(""Saulaochana"" OR ""सुलोचना परियार"" OR ""Saulaochana Paraiyara"")"
सोम प्रसाद मिश्र,भक्तपुर,1,नेपाल कम्युनिष्ट पार्टी (एकीकृत मार्क्सवादी लेनिनवादी),सुर्य,"(""सोम प्रसाद मिश्र"" OR ""Saoma"" OR ""Saoma Parasada Maishara"")"
किरण न्यौपाने,भक्तपुर,1,नेपाली काँग्रेस,रुख,"(""किरण न्यौपाने"" OR ""Kairana Nayaupanae"" OR ""Kairana"")"
हरि राम लवजू,भक्तपुर,1,नेपाली कम्युनिष्ट पार्टी,पाँचकुने तारा,"(""हरि राम लवजू"" OR ""Harai Rama Lawajau"" OR ""Harai"")"
रुकेश रन्जित,भक्तपुर,1,राष्ट्रिय स्वतन्त्र पार्टी,घण्टी,"(""रुकेश रन्जित"" OR ""Raukaesha Ranajaita"" OR ""Raukaesha"")"
भरत बहादुर खड्का,भक्तपुर,1,राष्ट्रिय प्रजातन्त्र पार्टी,हलो,"(""Bharata"" OR ""भरत बहादुर खड्का"" OR ""Bharata Bahadaura Khadaka"")"
श्याम सुन्दर शिल्पकार,भक्तपुर,1,"जनता समाजवादी पार्टी, नेपाल",ढल्केको छाता,"(""श्याम सुन्दर शिल्पकार"" OR ""Shayama"" OR ""Shayama Saunadara Shailapakara"")"
प्रेम सुवाल,भक्तपुर,1,नेपाल मजदुर किसान पार्टी,मादल,"(""प्रेम सुवाल"" OR ""Paraema Sauwala"" OR ""Paraema"")"
इश्‍वरी प्रसाद पैयानी,भक्तपुर,1,राष्ट्रिय जनमोर्चा,गिलास,"(""इश्‍वरी प्रसाद पैयानी"" OR ""Ishawarai Parasada Paiyanai"" OR ""Ishawarai"")"
रबि खाइजु,भक्तपुर,1,प्रगतिशील लोकतान्त्रिक पार्टी,खुलेको एकल आँखा,"(""Rabai"" OR ""रबि खाइजु"" OR ""Rabai Khaijau"")"
दामोदर काफ्ले,भक्तपुर,1,नेपाल कम्युनिष्ट पार्टी (संयुक्त),हँसिया,"(""Damaodara Kaphalae"" OR ""दामोदर काफ्ले"" OR ""Damaodara"")"
दिपक कुमार पोखरेल,भक्तपुर,1,नेपालका लागि नेपाली पार्टी,गोलाकार भित्र शङ्‌ख,"(""दिपक कुमार पोखरेल"" OR ""Daipaka"" OR ""Daipaka Kaumara Paokharaela"")"
बिष्णु हरि न्हिसुतु,भक्तपुर,1,श्रम संस्कृति पार्टी,अँजुलीमा रहेको माटो,"(""बिष्णु हरि न्हिसुतु"" OR ""Baishanau"" OR ""Baishanau Harai Nahaisautau"")"
सावित्री न्यौपाने,भक्तपुर,1,मितेरी पार्टी नेपाल,घोडा,"(""Sawaitarai"" OR ""Sawaitarai Nayaupanae"" OR ""सावित्री न्यौपाने"")"
चन्द्र मान कोजू,भक्तपुर,1,नेपाल कम्युनिस्ट पार्टी (माओवादी),गोलो घेराभित्र दुई पात भएको गुलाफको फूल,"(""चन्द्र मान कोजू"" OR ""Chanadara"" OR ""Chanadara Mana Kaojau"")"
रमेश बल्ल,भक्तपुर,1,उज्यालो नेपाल पार्टी,बलिरहेको बिजुलीको चिम,"(""Ramaesha"" OR ""Ramaesha Balala"" OR ""रमेश बल्ल"")"
